Calendar Year,ACARA SML ID,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,Latitude,Longitude,ABS Remoteness Area,ABS Remoteness Area Name,Meshblock,Statistical Area 1,Statistical Area 2,Statistical Area 2 Name,Statistical Area 3,Statistical Area 3 Name,Statistical Area 4,Statistical Area 4 Name,Local Government Area,Local Government Area Name
2019,49315,7396,Auburn Primary School,AUBURN,SA,5451,Government,Primary,School Single Entity,Individual Reporting,-34.026245,138.683689,1,Inner Regional,40045333000,40502111713,405021117,Gilbert Valley,40502,Lower North,405,Barossa - Yorke - Mid North,41140,Clare and Gilbert Valleys (DC)
2019,49316,7304,Tantanoola Primary School,TANTANOOLA,SA,5280,Government,Primary,School Single Entity,Individual Reporting,-37.698832,140.454312,2,Outer Regional,40206390000,40702115806,407021158,Wattle Range,40702,Limestone Coast,407,South Australia - South East,48340,Wattle Range (DC)
2019,49317,7355,Tanunda Primary School,TANUNDA,SA,5352,Government,Primary,School Single Entity,Individual Reporting,-34.526253,138.959337,1,Inner Regional,40015750000,40501111509,405011115,Tanunda,40501,Barossa,405,Barossa - Yorke - Mid North,40310,Barossa (DC)
2019,49318,7377,Tarlee Primary School,TARLEE,SA,5411,Government,Primary,School Single Entity,Individual Reporting,-34.269925,138.772668,1,Inner Regional,40044930000,40502111715,405021117,Gilbert Valley,40502,Lower North,405,Barossa - Yorke - Mid North,41140,Clare and Gilbert Valleys (DC)
2019,49320,7062,Tea Tree Gully Primary School,TEA TREE GULLY,SA,5091,Government,Primary,School Single Entity,Individual Reporting,-34.822942,138.727177,0,Major Cities,40185240000,40205105502,402051055,St Agnes - Ridgehaven,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49321,7279,Tintinara Area School,TINTINARA,SA,5266,Government,Combined,School Single Entity,Individual Reporting,-35.883195,140.059952,2,Outer Regional,40193660000,40703116915,407031169,The Coorong,40703,Murray and Mallee,407,South Australia - South East,47800,The Coorong (DC)
2019,49322,7365,Truro Primary School,TRURO,SA,5356,Government,Primary,School Single Entity,Individual Reporting,-34.41121,139.126378,1,Inner Regional,40083730000,40703117011,407031170,Waikerie,40703,Murray and Mallee,407,South Australia - South East,44210,Mid Murray (DC)
2019,49323,7425,Two Wells Primary School,TWO WELLS,SA,5501,Government,Primary,School Single Entity,Individual Reporting,-34.59263489,138.517056,1,Inner Regional,40069640000,40201102708,402011027,Lewiston - Two Wells,40201,Gawler - Two Wells,402,Adelaide - North,43920,Mallala (DC)
2019,49324,7487,Ungarra Primary School,UNGARRA,SA,5607,Government,Primary,School Single Entity,Individual Reporting,-34.180902,136.046934,3,Remote,40215084100,40601113021,406011130,Eyre Peninsula,40601,Eyre Peninsula and South West,406,South Australia - Outback,47910,Tumby Bay (DC)
2019,49325,6992,Unley Primary School,UNLEY,SA,5061,Government,Primary,School Single Entity,Individual Reporting,-34.954188,138.609128,0,Major Cities,40197040000,40107102433,401071024,Unley - Parkside,40107,Unley,401,Adelaide - Central and Hills,47980,Unley (C)
2019,49326,7180,Upper Sturt Primary School,UPPER STURT,SA,5156,Government,Primary,School Single Entity,Individual Reporting,-35.018986,138.683375,0,Major Cities,40006430000,40102100405,401021004,Aldgate - Stirling,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,49327,7169,Uraidla Primary School,URAIDLA,SA,5142,Government,Primary,School Single Entity,Individual Reporting,-34.95915027,138.7438424,0,Major Cities,40006390000,40102101016,401021010,Uraidla - Summertown,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,49328,7235,Victor Harbor R-7 School,VICTOR HARBOR,SA,5211,Government,Primary,School Single Entity,Individual Reporting,-35.541373,138.624567,1,Inner Regional,40200730000,40701114809,407011148,Victor Harbor,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,48050,Victor Harbor (C)
2019,49329,7162,Virginia Primary School,VIRGINIA,SA,5120,Government,Primary,School Single Entity,Individual Reporting,-34.664655,138.555957,1,Inner Regional,40136330000,40202103511,402021035,Virginia - Waterloo Corner,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49330,7332,Waikerie Primary School,WAIKERIE,SA,5330,Government,Primary,School Single Entity,Individual Reporting,-34.181117,139.981115,2,Outer Regional,40215039700,40703117015,407031170,Waikerie,40703,Murray and Mallee,407,South Australia - South East,43790,Loxton Waikerie (DC)
2019,49331,7036,Walkerville Primary School,WALKERVILLE,SA,5081,Government,Primary,School Single Entity,Individual Reporting,-34.895194,138.613241,0,Major Cities,40204070000,40106102204,401061022,Walkerville,40106,Prospect - Walkerville,401,Adelaide - Central and Hills,48260,Walkerville (M)
2019,49332,7444,Wallaroo Primary School,WALLAROO,SA,5556,Government,Primary,School Single Entity,Individual Reporting,-33.932746,137.624271,2,Outer Regional,40215115500,40504112607,405041126,Wallaroo,40504,Yorke Peninsula,405,Barossa - Yorke - Mid North,41560,Copper Coast (DC)
2019,49333,7442,Wallaroo Mines Primary School,KADINA,SA,5554,Government,Primary,School Single Entity,Individual Reporting,-33.965894,137.69872,2,Outer Regional,40048700000,40504112413,405041124,Kadina,40504,Yorke Peninsula,405,Barossa - Yorke - Mid North,41560,Copper Coast (DC)
2019,49334,7456,Warooka Primary School,WAROOKA,SA,5577,Government,Primary,School Single Entity,Individual Reporting,-34.990564,137.39902,3,Remote,40223580000,40504112803,405041128,Yorke Peninsula - South,40504,Yorke Peninsula,405,Barossa - Yorke - Mid North,48830,Yorke Peninsula (DC)
2019,49335,7375,Wasleys Primary School,WASLEYS,SA,5400,Government,Primary,School Single Entity,Individual Reporting,-34.471456,138.680418,1,Inner Regional,40215290800,40501111109,405011111,Light,40501,Barossa,405,Barossa - Yorke - Mid North,43650,Light (RegC)
2019,49336,7397,Watervale Primary School,WATERVALE,SA,5452,Government,Primary,School Single Entity,Individual Reporting,-33.960982,138.644648,1,Inner Regional,40045212000,40502111703,405021117,Gilbert Valley,40502,Lower North,405,Barossa - Yorke - Mid North,41140,Clare and Gilbert Valleys (DC)
2019,49337,6894,Allenby Gardens Primary School,ALLENBY GARDENS,SA,5009,Government,Primary,School Single Entity,Individual Reporting,-34.902081,138.554563,0,Major Cities,40035000000,40401109343,404011093,Hindmarsh - Brompton,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49338,7016,Trinity Gardens School,TRINITY GARDENS,SA,5068,Government,Primary,School Single Entity,Individual Reporting,-34.908388,138.641387,0,Major Cities,40104320000,40105101808,401051018,Payneham - Felixstow,40105,Norwood - Payneham - St Peters,401,Adelaide - Central and Hills,45290,Norwood Payneham St Peters (C)
2019,49339,6956,Westbourne Park Primary School,WESTBOURNE PARK,SA,5041,Government,Primary,School Single Entity,Individual Reporting,-34.969224,138.591941,0,Major Cities,40091730000,40303106801,403031068,Colonel Light Gardens,40303,Mitcham,403,Adelaide - South,44340,Mitcham (C)
2019,49340,14717,Adelaide North Special School,MUNNO PARA WEST,SA,5115,Government,Special,School Single Entity,Individual Reporting,-34.663611,138.68494,0,Major Cities,40215157000,40202103230,402021032,Munno Para West - Angle Vale,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49341,7135,Balaklava Primary School,BALAKLAVA,SA,5461,Government,Primary,School Single Entity,Individual Reporting,-34.151438,138.416488,1,Inner Regional,40202853000,40502111907,405021119,Wakefield - Barunga West,40502,Lower North,405,Barossa - Yorke - Mid North,48130,Wakefield (DC)
2019,49342,7464,Whyalla Town Primary School,WHYALLA,SA,5600,Government,Primary,School Single Entity,Individual Reporting,-33.035938,137.584382,2,Outer Regional,40215413000,40601113645,406011136,Whyalla,40601,Eyre Peninsula and South West,406,South Australia - Outback,48540,Whyalla (C)
2019,49343,7462,Memorial Oval Primary School,WHYALLA,SA,5600,Government,Primary,School Single Entity,Individual Reporting,-33.033445,137.568711,2,Outer Regional,40217930000,40601113631,406011136,Whyalla,40601,Eyre Peninsula and South West,406,South Australia - Outback,48540,Whyalla (C)
2019,49344,7354,Williamstown Primary School,WILLIAMSTOWN,SA,5351,Government,Primary,School Single Entity,Individual Reporting,-34.66877581,138.8901519,1,Inner Regional,40015020000,40501111215,405011112,Lyndoch,40501,Barossa,405,Barossa - Yorke - Mid North,40310,Barossa (DC)
2019,49345,7420,Wilmington Primary School,WILMINGTON,SA,5485,Government,Primary,School Single Entity,Individual Reporting,-32.6511089,138.1011753,2,Outer Regional,40215065100,40503112106,405031121,Peterborough - Mount Remarkable,40503,Mid North,405,Barossa - Yorke - Mid North,44830,Mount Remarkable (DC)
2019,49348,7254,Woodside Primary School,WOODSIDE,SA,5244,Government,Primary,School Single Entity,Individual Reporting,-34.952342,138.879672,1,Inner Regional,40215038100,40102100608,401021006,Lobethal - Woodside,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,49349,6897,Woodville Primary School,WOODVILLE SOUTH,SA,5011,Government,Primary,School Single Entity,Individual Reporting,-34.880569,138.532716,0,Major Cities,40214952400,40401109018,404011090,Beverley,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49351,7322,Yahl Primary School,YAHL,SA,5291,Government,Primary,School Single Entity,Individual Reporting,-37.879293,140.832014,2,Outer Regional,40053781000,40702115014,407021150,Grant,40702,Limestone Coast,407,South Australia - South East,42250,Grant (DC)
2019,49352,7348,Barmera Primary School,BARMERA,SA,5345,Government,Primary,School Single Entity,Individual Reporting,-34.25159,140.478058,2,Outer Regional,40017240000,40703115910,407031159,Barmera,40703,Murray and Mallee,407,South Australia - South East,40520,Berri and Barmera (DC)
2019,49353,16469,Andamooka Primary School,ANDAMOOKA,SA,5722,Government,Primary,School Single Entity,Individual Reporting,-30.449978,137.167467,4,Very Remote,40240710000,40602114101,406021141,Outback,40602,Outback - North and East,406,South Australia - Outback,49399,Unincorporated SA
2019,49354,7168,Basket Range Primary School,BASKET RANGE,SA,5138,Government,Primary,School Single Entity,Individual Reporting,-34.938262,138.766577,1,Inner Regional,40006062000,40102101013,401021010,Uraidla - Summertown,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,49355,7299,Beachport Primary School,BEACHPORT,SA,5280,Government,Primary,School Single Entity,Individual Reporting,-37.475436,140.009715,2,Outer Regional,40215034300,40702115804,407021158,Wattle Range,40702,Limestone Coast,407,South Australia - South East,48340,Wattle Range (DC)
2019,49356,6991,Belair Primary School,BELAIR,SA,5052,Government,Primary,School Single Entity,Individual Reporting,-35.00488,138.625814,0,Major Cities,40084780000,40303106503,403031065,Belair,40303,Mitcham,403,Adelaide - South,44340,Mitcham (C)
2019,49357,7267,Eastern Fleurieu R-12 School,STRATHALBYN,SA,5255,Government,Combined,School Head Campus,Rolled Reporting,-35.258179,138.903269,1,Inner Regional,40012210000,40701114611,407011146,Strathalbyn,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,40220,Alexandrina (DC)
2019,49358,7343,Berri Primary School,BERRI,SA,5343,Government,Primary,School Single Entity,Individual Reporting,-34.279661,140.594112,2,Outer Regional,40017540000,40703116002,407031160,Berri,40703,Murray and Mallee,407,South Australia - South East,40520,Berri and Barmera (DC)
2019,49359,16487,Wynn Vale R-7 School,WYNN VALE,SA,5127,Government,Primary,School Single Entity,Individual Reporting,-34.799662,138.687828,0,Major Cities,40187800000,40205105323,402051053,Modbury Heights,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49360,22782,Aberfoyle Hub R-7 School,ABERFOYLE PARK,SA,5159,Government,Primary,School Single Entity,Individual Reporting,-35.078139,138.595142,0,Major Cities,40120770000,40304107117,403041071,Aberfoyle Park,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49361,7095,Parafield Gardens R-7 School,PARAFIELD GARDENS,SA,5107,Government,Primary,School Single Entity,Individual Reporting,-34.785192,138.616383,0,Major Cities,40215290700,40204104303,402041043,Parafield Gardens,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49362,7244,Birdwood Primary School,BIRDWOOD,SA,5234,Government,Primary,School Single Entity,Individual Reporting,-34.821593,138.959001,1,Inner Regional,40215294100,40102100319,401021003,Adelaide Hills,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,49363,6947,Black Forest Primary School,BLACK FOREST,SA,5035,Government,Primary,School Single Entity,Individual Reporting,-34.960682,138.573308,0,Major Cities,40199370000,40107102331,401071023,Goodwood - Millswood,40107,Unley,401,Adelaide - Central and Hills,47980,Unley (C)
2019,49364,7477,Whyalla Special Education Centre,WHYALLA NORRIE,SA,5608,Government,Special,School Single Entity,Individual Reporting,-33.029861,137.548506,2,Outer Regional,40216690000,40601113656,406011136,Whyalla,40601,Eyre Peninsula and South West,406,South Australia - Outback,48540,Whyalla (C)
2019,49365,7476,Lake Wangary School,WANGARY,SA,5607,Government,Primary,School Single Entity,Individual Reporting,-34.550294,135.479343,3,Remote,40215214900,40601113016,406011130,Eyre Peninsula,40601,Eyre Peninsula and South West,406,South Australia - Outback,43710,Lower Eyre Peninsula (DC)
2019,49366,6985,Blackwood Primary School,EDEN HILLS,SA,5050,Government,Primary,School Single Entity,Individual Reporting,-35.026849,138.605897,0,Major Cities,40086940000,40303106617,403031066,Bellevue Heights,40303,Mitcham,403,Adelaide - South,44340,Mitcham (C)
2019,49368,7366,Blanchetown Primary School,BLANCHETOWN,SA,5357,Government,Primary,School Single Entity,Individual Reporting,-34.350655,139.61118,2,Outer Regional,40215120700,40703117001,407031170,Waikerie,40703,Murray and Mallee,407,South Australia - South East,44210,Mid Murray (DC)
2019,49369,27666,Para Hills High School,PARA HILLS WEST,SA,5096,Government,Secondary,School Single Entity,Individual Reporting,-34.799266,138.650711,0,Major Cities,40175130000,40204104126,402041041,Para Hills,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49370,7404,Blyth Primary School,BLYTH,SA,5462,Government,Primary,School Single Entity,Individual Reporting,-33.843766,138.490696,2,Outer Regional,40215218700,40502111904,405021119,Wakefield - Barunga West,40502,Lower North,405,Barossa - Yorke - Mid North,48130,Wakefield (DC)
2019,49371,7293,Nangwarry Primary School,NANGWARRY,SA,5277,Government,Primary,School Single Entity,Individual Reporting,-37.541501,140.818328,2,Outer Regional,40204990000,40702115602,407021156,Penola,40702,Limestone Coast,407,South Australia - South East,48340,Wattle Range (DC)
2019,49372,7288,Padthaway Primary School,PADTHAWAY,SA,5271,Government,Primary,School Single Entity,Individual Reporting,-36.593103,140.496881,2,Outer Regional,40180680000,40702115701,407021157,Tatiara,40702,Limestone Coast,407,South Australia - South East,47630,Tatiara (DC)
2019,49373,7056,Highbury Primary School,HOPE VALLEY,SA,5090,Government,Primary,School Single Entity,Individual Reporting,-34.847954,138.709995,0,Major Cities,40215276400,40205105216,402051052,Hope Valley - Modbury,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49374,7384,Booborowie Primary School,BOOBOROWIE,SA,5417,Government,Primary,School Single Entity,Individual Reporting,-33.56690979,138.759613,2,Outer Regional,40052810000,40502111808,405021118,Goyder,40502,Lower North,405,Barossa - Yorke - Mid North,42110,Goyder (DC)
2019,49375,7302,Millicent North Primary School,MILLICENT,SA,5280,Government,Primary,School Single Entity,Individual Reporting,-37.592968,140.343376,2,Outer Regional,40205920000,40702115211,407021152,Millicent,40702,Limestone Coast,407,South Australia - South East,48340,Wattle Range (DC)
2019,49377,7486,Whyalla Stuart Campus R-7,WHYALLA STUART,SA,5608,Government,Primary,School Single Entity,Individual Reporting,-33.015064,137.517105,2,Outer Regional,40217060000,40601113604,406011136,Whyalla,40601,Eyre Peninsula and South West,406,South Australia - Outback,48540,Whyalla (C)
2019,49378,7106,Keller Road Primary School,SALISBURY EAST,SA,5109,Government,Primary,School Single Entity,Individual Reporting,-34.792341,138.656283,0,Major Cities,40171600000,40204104712,402041047,Salisbury East,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49379,7179,Bridgewater Primary School,BRIDGEWATER,SA,5155,Government,Primary,School Single Entity,Individual Reporting,-35.00499562,138.7616919,0,Major Cities,40004850000,40102100440,401021004,Aldgate - Stirling,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,49380,6975,Brighton Primary School,BRIGHTON,SA,5048,Government,Primary,School Single Entity,Individual Reporting,-35.015974,138.526228,0,Major Cities,40215104700,40301105617,403011056,Brighton (SA),40301,Holdfast Bay,403,Adelaide - South,42600,Holdfast Bay (C)
2019,49381,7207,Wirreanda Secondary School,MORPHETT VALE,SA,5162,Government,Secondary,School Single Entity,Individual Reporting,-35.12807898,138.5332329,0,Major Cities,40113880000,40304108420,403041084,Morphett Vale - East,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49382,15076,Hallett Cove School,HALLETT COVE,SA,5158,Government,Combined,School Single Entity,Individual Reporting,-35.075965,138.511116,0,Major Cities,40081890000,40302105917,403021059,Hallett Cove,40302,Marion,403,Adelaide - South,44060,Marion (C)
2019,49383,14716,Seaford Secondary College,SEAFORD,SA,5169,Government,Secondary,School Single Entity,Individual Reporting,-35.187173,138.482221,0,Major Cities,40124390000,40304108710,403041087,Seaford (SA),40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49385,6889,Brompton Primary School,RENOWN PARK,SA,5008,Government,Primary,School Single Entity,Individual Reporting,-34.893989,138.581272,0,Major Cities,40040970000,40401109311,404011093,Hindmarsh - Brompton,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49386,7008,Linden Park Primary School,LINDEN PARK,SA,5065,Government,Primary,School Single Entity,Individual Reporting,-34.94781,138.645603,0,Major Cities,40022660000,40103101303,401031013,Toorak Gardens,40103,Burnside,401,Adelaide - Central and Hills,40700,Burnside (C)
2019,49387,7108,Madison Park School,SALISBURY EAST,SA,5109,Government,Primary,School Single Entity,Individual Reporting,-34.783863,138.662355,0,Major Cities,40170920000,40204104723,402041047,Salisbury East,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49388,7232,Rapid Bay Primary School,RAPID BAY,SA,5204,Government,Primary,School Single Entity,Individual Reporting,-35.526676,138.193855,1,Inner Regional,40218230000,40701114912,407011149,Yankalilla,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,48750,Yankalilla (DC)
2019,49389,7328,Cadell Primary School,CADELL,SA,5321,Government,Primary,School Single Entity,Individual Reporting,-34.057757,139.771089,2,Outer Regional,40214968700,40703117002,407031170,Waikerie,40703,Murray and Mallee,407,South Australia - South East,44210,Mid Murray (DC)
2019,49390,6952,Forbes Primary School,SOUTH PLYMPTON,SA,5038,Government,Primary,School Single Entity,Individual Reporting,-34.97818822,138.5573969,0,Major Cities,40078090000,40302105811,403021058,Edwardstown,40302,Marion,403,Adelaide - South,44060,Marion (C)
2019,49392,7042,Enfield Primary School,ENFIELD,SA,5085,Government,Primary,School Single Entity,Individual Reporting,-34.865392,138.60299,0,Major Cities,40144410000,40203103641,402031036,Enfield - Blair Athol,40203,Port Adelaide - East,402,Adelaide - North,45890,Port Adelaide Enfield (C)
2019,49395,7103,Salisbury North R-7 School,SALISBURY NORTH,SA,5108,Government,Primary,School Single Entity,Individual Reporting,-34.753217,138.63533,0,Major Cities,40169380000,40204104803,402041048,Salisbury North,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49396,7047,Hillcrest Primary School,HILLCREST,SA,5086,Government,Primary,School Single Entity,Individual Reporting,-34.866383,138.638678,0,Major Cities,40138620000,40203103834,402031038,Windsor Gardens,40203,Port Adelaide - East,402,Adelaide - North,45890,Port Adelaide Enfield (C)
2019,49397,6972,Darlington Primary School,SEACOMBE GARDENS,SA,5047,Government,Primary,School Single Entity,Individual Reporting,-35.027204,138.546916,0,Major Cities,40074350000,40302106428,403021064,Warradale,40302,Marion,403,Adelaide - South,44060,Marion (C)
2019,49398,6979,Paringa Park Primary School,NORTH BRIGHTON,SA,5048,Government,Primary,School Single Entity,Individual Reporting,-35.002543,138.525628,0,Major Cities,40058970000,40301105601,403011056,Brighton (SA),40301,Holdfast Bay,403,Adelaide - South,42600,Holdfast Bay (C)
2019,49399,6906,Hendon Primary School,ROYAL PARK,SA,5014,Government,Primary,School Single Entity,Individual Reporting,-34.877824,138.510886,0,Major Cities,40040510000,40401109405,404011094,Royal Park - Hendon - Albert Park,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49401,7483,Nicolson Avenue Primary School,WHYALLA NORRIE,SA,5608,Government,Primary,School Single Entity,Individual Reporting,-33.029095,137.549705,2,Outer Regional,40216690000,40601113656,406011136,Whyalla,40601,Eyre Peninsula and South West,406,South Australia - Outback,48540,Whyalla (C)
2019,49402,7336,Loxton North School,LOXTON NORTH,SA,5333,Government,Primary,School Single Entity,Individual Reporting,-34.413133,140.624328,2,Outer Regional,40068060000,40703116216,407031162,Loxton,40703,Murray and Mallee,407,South Australia - South East,43790,Loxton Waikerie (DC)
2019,49403,7507,Willsden Primary School,PORT AUGUSTA,SA,5700,Government,Primary,School Single Entity,Individual Reporting,-32.506303,137.780351,2,Outer Regional,40154170000,40602114221,406021142,Port Augusta,40602,Outback - North and East,406,South Australia - Outback,46090,Port Augusta (C)
2019,49404,7435,Risdon Park Primary School,PORT PIRIE,SA,5540,Government,Primary,School Single Entity,Individual Reporting,-33.203247,138.008071,2,Outer Regional,40158260000,40503112209,405031122,Port Pirie,40503,Mid North,405,Barossa - Yorke - Mid North,46450,Port Pirie City and Dists (M)
2019,49405,7117,Elizabeth South Primary School,ELIZABETH SOUTH,SA,5112,Government,Primary,School Single Entity,Individual Reporting,-34.73111,138.66211,0,Major Cities,40132770000,40202103011,402021030,Elizabeth,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49406,7046,Hampstead Primary School,GREENACRES,SA,5086,Government,Primary,School Single Entity,Individual Reporting,-34.870813,138.625981,0,Major Cities,40215237600,40203103815,402031038,Windsor Gardens,40203,Port Adelaide - East,402,Adelaide - North,45890,Port Adelaide Enfield (C)
2019,49407,7009,Burnside Primary School,BURNSIDE,SA,5066,Government,Primary,School Single Entity,Individual Reporting,-34.935601,138.661574,0,Major Cities,40019260000,40103101107,401031011,Burnside - Wattle Park,40103,Burnside,401,Adelaide - Central and Hills,40700,Burnside (C)
2019,49408,7445,Bute Early Learning and Primary School,BUTE,SA,5560,Government,Primary,School Single Entity,Individual Reporting,-33.864926,138.003827,2,Outer Regional,40016520000,40502111917,405021119,Wakefield - Barunga West,40502,Lower North,405,Barossa - Yorke - Mid North,40430,Barunga West (DC)
2019,49409,7264,Callington Primary School,CALLINGTON,SA,5254,Government,Primary,School Single Entity,Individual Reporting,-35.114544,139.039395,1,Inner Regional,40095290000,40102100818,401021008,Mount Barker Region,40102,Adelaide Hills,401,Adelaide - Central and Hills,44550,Mount Barker (DC)
2019,49411,6895,Challa Gardens Primary School,KILKENNY,SA,5009,Government,Primary,School Single Entity,Individual Reporting,-34.877562,138.555082,0,Major Cities,40215188300,40401109701,404011097,Woodville - Cheltenham,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49412,7399,Clare Primary School,CLARE,SA,5453,Government,Primary,School Single Entity,Individual Reporting,-33.840746,138.618052,1,Inner Regional,40044570000,40502111605,405021116,Clare,40502,Lower North,405,Barossa - Yorke - Mid North,41140,Clare and Gilbert Valleys (DC)
2019,49413,7182,Clarendon Primary School,CLARENDON,SA,5157,Government,Primary,School Single Entity,Individual Reporting,-35.101631,138.633639,1,Inner Regional,40111031000,40304107506,403041075,Clarendon,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49414,7350,Cobdogla Primary School,COBDOGLA,SA,5346,Government,Primary,School Single Entity,Individual Reporting,-34.242439,140.406113,2,Outer Regional,40215118000,40703115912,407031159,Barmera,40703,Murray and Mallee,407,South Australia - South East,40520,Berri and Barmera (DC)
2019,49415,6955,Colonel Light Gardens Primary School,COLONEL LIGHT GARDENS,SA,5041,Government,Primary,School Single Entity,Individual Reporting,-34.986809,138.59544,0,Major Cities,40091510000,40303106830,403031068,Colonel Light Gardens,40303,Mitcham,403,Adelaide - South,44340,Mitcham (C)
2019,49416,7305,Compton Primary School,SUTTONTOWN,SA,5291,Government,Primary,School Single Entity,Individual Reporting,-37.801357,140.728606,2,Outer Regional,40053753000,40702117407,407021174,Mount Gambier - West,40702,Limestone Coast,407,South Australia - South East,42250,Grant (DC)
2019,49417,7273,Coomandook Area School,COOMANDOOK,SA,5261,Government,Combined,School Single Entity,Individual Reporting,-35.475958,139.708742,2,Outer Regional,40193930000,40703116918,407031169,The Coorong,40703,Murray and Mallee,407,South Australia - South East,47800,The Coorong (DC)
2019,49418,7278,Coonalpyn Primary School,COONALPYN,SA,5265,Government,Primary,School Single Entity,Individual Reporting,-35.698231,139.852786,2,Outer Regional,40193530000,40703116904,407031169,The Coorong,40703,Murray and Mallee,407,South Australia - South East,47800,The Coorong (DC)
2019,49419,16013,Ardrossan Area School,ARDROSSAN,SA,5571,Government,Combined,School Single Entity,Individual Reporting,-34.423756,137.91592,2,Outer Regional,40222300000,40504112710,405041127,Yorke Peninsula - North,40504,Yorke Peninsula,405,Barossa - Yorke - Mid North,48830,Yorke Peninsula (DC)
2019,49420,7282,Bordertown Primary School,BORDERTOWN,SA,5268,Government,Primary,School Single Entity,Individual Reporting,-36.31465,140.76598,2,Outer Regional,40180140000,40702115714,407021157,Tatiara,40702,Limestone Coast,407,South Australia - South East,47630,Tatiara (DC)
2019,49421,6087,Ceduna Area School,CEDUNA,SA,5690,Government,Combined,School Single Entity,Individual Reporting,-32.137676,133.671396,4,Very Remote,40215281300,40601112906,406011129,Ceduna,40601,Eyre Peninsula and South West,406,South Australia - Outback,41010,Ceduna (DC)
2019,49422,7466,Cowell Area School,COWELL,SA,5602,Government,Combined,School Single Entity,Individual Reporting,-33.682729,136.918442,3,Remote,40215065200,40601113104,406011131,Kimba - Cleve - Franklin Harbour,40601,Eyre Peninsula and South West,406,South Australia - Outback,41960,Franklin Harbour (DC)
2019,49423,7491,Kimba Area School,KIMBA,SA,5641,Government,Combined,School Single Entity,Individual Reporting,-33.135605,136.419417,3,Remote,40062720000,40601113110,406011131,Kimba - Cleve - Franklin Harbour,40601,Eyre Peninsula and South West,406,South Australia - Outback,43220,Kimba (DC)
2019,49424,7290,Kingston Community School,KINGSTON SE,SA,5275,Government,Combined,School Single Entity,Individual Reporting,-36.83636633,139.8576628,2,Outer Regional,40063210000,40702115107,407021151,Kingston - Robe,40702,Limestone Coast,407,South Australia - South East,43360,Kingston (DC) (SA)
2019,49425,7392,Orroroo Area School,ORROROO,SA,5431,Government,Combined,School Single Entity,Individual Reporting,-32.728505,138.612211,2,Outer Regional,40128690000,40503112116,405031121,Peterborough - Mount Remarkable,40503,Mid North,405,Barossa - Yorke - Mid North,45400,Orroroo/Carrieton (DC)
2019,49426,7429,Port Broughton Area School,PORT BROUGHTON,SA,5522,Government,Combined,School Single Entity,Individual Reporting,-33.604039,137.933111,2,Outer Regional,40215086800,40502111923,405021119,Wakefield - Barunga West,40502,Lower North,405,Barossa - Yorke - Mid North,40430,Barunga West (DC)
2019,49427,7428,Snowtown Primary School,SNOWTOWN,SA,5520,Government,Primary,School Single Entity,Individual Reporting,-33.783548,138.221653,2,Outer Regional,40203500000,40502111901,405021119,Wakefield - Barunga West,40502,Lower North,405,Barossa - Yorke - Mid North,48130,Wakefield (DC)
