Calendar Year,ACARA SML ID,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,Latitude,Longitude,ABS Remoteness Area,ABS Remoteness Area Name,Meshblock,Statistical Area 1,Statistical Area 2,Statistical Area 2 Name,Statistical Area 3,Statistical Area 3 Name,Statistical Area 4,Statistical Area 4 Name,Local Government Area,Local Government Area Name
2019,49232,7158,Angle Vale Primary School,ANGLE VALE,SA,5117,Government,Primary,School Single Entity,Individual Reporting,-34.643346,138.647362,0,Major Cities,40215159200,40202103209,402021032,Munno Para West - Angle Vale,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49233,26767,Eastern Fleurieu R-12 School - Milang R-6 Campus,MILANG,SA,5256,Government,Combined,School Sub-Campus and Single entity,Rolled Reporting,-35.405466,138.973058,1,Inner Regional,40011800000,40701114702,407011147,Strathalbyn Region,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,40220,Alexandrina (DC)
2019,49235,7319,Mil Lel Primary School,MIL LEL,SA,5291,Government,Primary,School Single Entity,Individual Reporting,-37.781125,140.825631,2,Outer Regional,40214955900,40702115011,407021150,Grant,40702,Limestone Coast,407,South Australia - South East,42250,Grant (DC)
2019,49237,6996,Mitcham Primary School,KINGSWOOD,SA,5062,Government,Primary,School Single Entity,Individual Reporting,-34.972708,138.616124,0,Major Cities,40089050000,40303106922,403031069,Mitcham (SA),40303,Mitcham,403,Adelaide - South,44340,Mitcham (C)
2019,49239,7064,Modbury School Preschool to Year 7,MODBURY NORTH,SA,5092,Government,Primary,School Single Entity,Individual Reporting,-34.825869,138.69228,0,Major Cities,40183040000,40205105318,402051053,Modbury Heights,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49240,7342,Monash Primary and Preschool,MONASH,SA,5342,Government,Primary,School Single Entity,Individual Reporting,-34.236306,140.559419,2,Outer Regional,40215175900,40703115901,407031159,Barmera,40703,Murray and Mallee,407,South Australia - South East,40520,Berri and Barmera (DC)
2019,49241,7320,Moorak Primary School,MOORAK,SA,5291,Government,Primary,School Single Entity,Individual Reporting,-37.86419411,140.736668,2,Outer Regional,40214951700,40702115009,407021150,Grant,40702,Limestone Coast,407,South Australia - South East,42250,Grant (DC)
2019,49242,7334,Moorook Primary School,MOOROOK,SA,5332,Government,Primary,School Single Entity,Individual Reporting,-34.276231,140.351142,2,Outer Regional,40214965600,40703116303,407031163,Loxton Region,40703,Murray and Mallee,407,South Australia - South East,43790,Loxton Waikerie (DC)
2019,49243,7329,Morgan Primary School,MORGAN,SA,5320,Government,Primary,School Single Entity,Individual Reporting,-34.030239,139.670103,2,Outer Regional,40214958300,40703117013,407031170,Waikerie,40703,Murray and Mallee,407,South Australia - South East,44210,Mid Murray (DC)
2019,49244,7258,Mount Barker Primary School,MOUNT BARKER,SA,5251,Government,Primary,School Single Entity,Individual Reporting,-35.067641,138.853522,1,Inner Regional,40094110000,40102100703,401021007,Mount Barker,40102,Adelaide Hills,401,Adelaide - Central and Hills,44550,Mount Barker (DC)
2019,49245,7298,Mount Burr Primary School,MOUNT BURR,SA,5279,Government,Primary,School Single Entity,Individual Reporting,-37.541193,140.4591,2,Outer Regional,40206260000,40702115803,407021158,Wattle Range,40702,Limestone Coast,407,South Australia - South East,48340,Wattle Range (DC)
2019,49246,7233,Mount Compass Area School,MOUNT COMPASS,SA,5210,Government,Combined,School Single Entity,Individual Reporting,-35.350245,138.619809,1,Inner Regional,40215310000,40701114708,407011147,Strathalbyn Region,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,40220,Alexandrina (DC)
2019,49247,7312,Reidy Park Primary School,MOUNT GAMBIER,SA,5290,Government,Primary,School Single Entity,Individual Reporting,-37.834544,140.771765,1,Inner Regional,40215180600,40702117428,407021174,Mount Gambier - West,40702,Limestone Coast,407,South Australia - South East,44620,Mount Gambier (C)
2019,49248,7245,Mount Pleasant Primary School,MOUNT PLEASANT,SA,5235,Government,Primary,School Single Entity,Individual Reporting,-34.774374,139.053842,1,Inner Regional,40215131700,40501111010,405011110,Barossa - Angaston,40501,Barossa,405,Barossa - Yorke - Mid North,40310,Barossa (DC)
2019,49250,7284,Mundulla Primary School,MUNDULLA,SA,5270,Government,Primary,School Single Entity,Individual Reporting,-36.357628,140.693069,2,Outer Regional,40180240000,40702115702,407021157,Tatiara,40702,Limestone Coast,407,South Australia - South East,47630,Tatiara (DC)
2019,49251,15310,Murray Bridge North School,MURRAY BRIDGE,SA,5253,Government,Primary,School Single Entity,Individual Reporting,-35.116966,139.271426,1,Inner Regional,40100590000,40703116511,407031165,Murray Bridge,40703,Murray and Mallee,407,South Australia - South East,45040,Murray Bridge (RC)
2019,49252,7176,Mylor Primary School,MYLOR,SA,5153,Government,Primary,School Single Entity,Individual Reporting,-35.040998,138.760099,0,Major Cities,40006580000,40102100413,401021004,Aldgate - Stirling,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,49253,7265,Mypolonga Primary School,MYPOLONGA,SA,5254,Government,Primary,School Single Entity,Individual Reporting,-35.040591,139.357523,1,Inner Regional,40101243000,40703116610,407031166,Murray Bridge Region,40703,Murray and Mallee,407,South Australia - South East,45040,Murray Bridge (RC)
2019,49254,7229,Myponga Primary School,MYPONGA,SA,5202,Government,Primary,School Single Entity,Individual Reporting,-35.3927497,138.4642561,1,Inner Regional,40218750000,40701114913,407011149,Yankalilla,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,48750,Yankalilla (DC)
2019,49255,7039,Nailsworth Primary School,NAILSWORTH,SA,5083,Government,Primary,School Single Entity,Individual Reporting,-34.88291578,138.6038861,0,Major Cities,40160130000,40106102007,401061020,Nailsworth - Broadview,40106,Prospect - Walkerville,401,Adelaide - Central and Hills,46510,Prospect (C)
2019,49256,7260,Nairne Primary School,NAIRNE,SA,5252,Government,Primary,School Single Entity,Individual Reporting,-35.038365,138.903587,1,Inner Regional,40215099600,40102100910,401021009,Nairne,40102,Adelaide Hills,401,Adelaide - Central and Hills,44550,Mount Barker (DC)
2019,49257,7432,Napperby Primary School,NAPPERBY,SA,5540,Government,Primary,School Single Entity,Individual Reporting,-33.15317163,138.1141413,2,Outer Regional,40215098800,40503112308,405031123,Port Pirie Region,40503,Mid North,405,Barossa - Yorke - Mid North,46450,Port Pirie City and Dists (M)
2019,49258,7286,Naracoorte Primary School,NARACOORTE,SA,5271,Government,Primary,School Single Entity,Individual Reporting,-36.951082,140.738119,2,Outer Regional,40101905000,40702115414,407021154,Naracoorte,40702,Limestone Coast,407,South Australia - South East,45090,Naracoorte and Lucindale (DC)
2019,49259,7222,Old Noarlunga Primary School,OLD NOARLUNGA,SA,5168,Government,Primary,School Single Entity,Individual Reporting,-35.182997,138.500633,0,Major Cities,40120980000,40304108724,403041087,Seaford (SA),40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49260,7044,Northfield Primary School,NORTHFIELD,SA,5085,Government,Primary,School Single Entity,Individual Reporting,-34.848975,138.619862,0,Major Cities,40139730000,40203103746,402031037,Northgate - Oakden - Gilles Plains,40203,Port Adelaide - East,402,Adelaide - North,45890,Port Adelaide Enfield (C)
2019,49261,7167,Norton Summit Primary School,NORTON SUMMIT,SA,5136,Government,Primary,School Single Entity,Individual Reporting,-34.927695,138.728837,0,Major Cities,40006450000,40102101008,401021010,Uraidla - Summertown,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,49262,7364,Nuriootpa Primary School,NURIOOTPA,SA,5355,Government,Primary,School Single Entity,Individual Reporting,-34.472908,139.001322,1,Inner Regional,40013570000,40501111414,405011114,Nuriootpa,40501,Barossa,405,Barossa - Yorke - Mid North,40310,Barossa (DC)
2019,49263,7151,One Tree Hill Primary School,ONE TREE HILL,SA,5114,Government,Primary,School Single Entity,Individual Reporting,-34.713273,138.766521,1,Inner Regional,40135160000,40202103308,402021033,One Tree Hill,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,49264,7197,Coorara Primary School,MORPHETT VALE,SA,5162,Government,Primary,School Single Entity,Individual Reporting,-35.131326,138.542009,0,Major Cities,40113170000,40304108426,403041084,Morphett Vale - East,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49265,6116,Oodnadatta Aboriginal School,OODNADATTA,SA,5734,Government,Combined,School Single Entity,Individual Reporting,-27.548502,135.445814,4,Very Remote,40242820000,40602114102,406021141,Outback,40602,Outback - North and East,406,South Australia - Outback,49399,Unincorporated SA
2019,49266,7402,Owen Primary School,OWEN,SA,5460,Government,Primary,School Single Entity,Individual Reporting,-34.271731,138.543051,1,Inner Regional,40203140000,40502111915,405021119,Wakefield - Barunga West,40502,Lower North,405,Barossa - Yorke - Mid North,48130,Wakefield (DC)
2019,49267,7247,Palmer Primary School,PALMER,SA,5237,Government,Primary,School Single Entity,Individual Reporting,-34.854365,139.160882,1,Inner Regional,40084151000,40703116417,407031164,Mannum,40703,Murray and Mallee,407,South Australia - South East,44210,Mid Murray (DC)
2019,49268,7166,Paracombe Primary School,PARACOMBE,SA,5132,Government,Primary,School Single Entity,Individual Reporting,-34.851674,138.781984,1,Inner Regional,40007390000,40102100313,401021003,Adelaide Hills,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,49269,7001,Parkside Primary School,PARKSIDE,SA,5063,Government,Primary,School Single Entity,Individual Reporting,-34.944657,138.620087,0,Major Cities,40194840000,40107102415,401071024,Unley - Parkside,40107,Unley,401,Adelaide - Central and Hills,47980,Unley (C)
2019,49270,6903,Pennington School R-7,PENNINGTON,SA,5013,Government,Primary,School Single Entity,Individual Reporting,-34.857424,138.53236,0,Major Cities,40042060000,40401109707,404011097,Woodville - Cheltenham,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,49271,7499,Penong Primary School,PENONG,SA,5690,Government,Primary,School Head Campus,Rolled Reporting,-31.928614,133.005406,4,Very Remote,40225140000,40601113409,406011134,West Coast (SA),40601,Eyre Peninsula and South West,406,South Australia - Outback,49399,Unincorporated SA
2019,49272,7391,Peterborough Primary School,PETERBOROUGH,SA,5422,Government,Primary,School Head Campus,Rolled Reporting,-32.971345,138.83202,2,Outer Regional,40129050000,40503112104,405031121,Peterborough - Mount Remarkable,40503,Mid North,405,Barossa - Yorke - Mid North,45540,Peterborough (DC)
2019,49273,6960,Ascot Park Primary School,PARK HOLME,SA,5043,Government,Primary,School Single Entity,Individual Reporting,-34.990774,138.554376,0,Major Cities,40078530000,40302106226,403021062,Morphettville,40302,Marion,403,Adelaide - South,44060,Marion (C)
2019,49274,23684,Eastern Fleurieu R-12 School - Ashbourne R-6 Campus,ASHBOURNE,SA,5157,Government,Combined,School Sub-Campus and Single entity,Rolled Reporting,-35.288382,138.76577,1,Inner Regional,40011352000,40701114716,407011147,Strathalbyn Region,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,40220,Alexandrina (DC)
2019,49275,6953,Plympton Primary School,PLYMPTON,SA,5038,Government,Primary,School Single Entity,Individual Reporting,-34.96108793,138.5565693,0,Major Cities,40207690000,40403110747,404031107,Plympton,40403,West Torrens,404,Adelaide - West,48410,West Torrens (C)
2019,49276,7471,Poonindie Community Learning Centre,POONINDIE,SA,5607,Government,Primary,School Single Entity,Individual Reporting,-34.58049457,135.8806603,3,Remote,40215231600,40601113008,406011130,Eyre Peninsula,40601,Eyre Peninsula and South West,406,South Australia - Outback,43710,Lower Eyre Peninsula (DC)
2019,49277,7072,Pooraka Primary School,POORAKA,SA,5095,Government,Primary,School Single Entity,Individual Reporting,-34.833519,138.613108,0,Major Cities,40173300000,40204117215,402041172,Pooraka - Cavan,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49278,7506,Port Augusta West Primary School,PORT AUGUSTA WEST,SA,5700,Government,Primary,School Single Entity,Individual Reporting,-32.483205,137.754202,2,Outer Regional,40154150000,40602114203,406021142,Port Augusta,40602,Outback - North and East,406,South Australia - Outback,46090,Port Augusta (C)
2019,49279,7236,Port Elliot Primary School,PORT ELLIOT,SA,5212,Government,Primary,School Single Entity,Individual Reporting,-35.523024,138.677243,1,Inner Regional,40215284500,40701114431,407011144,Goolwa - Port Elliot,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,40220,Alexandrina (DC)
2019,49282,7474,Port Lincoln Primary School,PORT LINCOLN,SA,5606,Government,Primary,School Single Entity,Individual Reporting,-34.723909,135.857158,3,Remote,40155530000,40601113319,406011133,Port Lincoln,40601,Eyre Peninsula and South West,406,South Australia - Outback,46300,Port Lincoln (C)
2019,49283,7221,Port Noarlunga Primary School,PORT NOARLUNGA,SA,5167,Government,Primary,School Single Entity,Individual Reporting,-35.143866,138.473063,0,Major Cities,40215092600,40304107425,403041074,Christies Beach,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49284,7433,Port Pirie West Primary School,PORT PIRIE,SA,5540,Government,Primary,School Single Entity,Individual Reporting,-33.181868,138.002596,2,Outer Regional,40158210000,40503112234,405031122,Port Pirie,40503,Mid North,405,Barossa - Yorke - Mid North,46450,Port Pirie City and Dists (M)
2019,49286,7437,Port Wakefield Primary School,PORT WAKEFIELD,SA,5550,Government,Primary,School Single Entity,Individual Reporting,-34.187379,138.149302,2,Outer Regional,40203220000,40502111910,405021119,Wakefield - Barunga West,40502,Lower North,405,Barossa - Yorke - Mid North,48130,Wakefield (DC)
2019,49287,7038,Prospect Primary School,PROSPECT,SA,5082,Government,Primary,School Single Entity,Individual Reporting,-34.884916,138.59012,0,Major Cities,40160860000,40106102103,401061021,Prospect,40106,Prospect - Walkerville,401,Adelaide - Central and Hills,46510,Prospect (C)
2019,49288,7330,Ramco Primary School,RAMCO,SA,5322,Government,Primary,School Single Entity,Individual Reporting,-34.169777,139.933102,2,Outer Regional,40215098500,40703117008,407031170,Waikerie,40703,Murray and Mallee,407,South Australia - South East,43790,Loxton Waikerie (DC)
2019,49289,7303,Rendelsham Primary School,RENDELSHAM,SA,5280,Government,Primary,School Single Entity,Individual Reporting,-37.551353,140.225103,2,Outer Regional,40215095500,40702115809,407021158,Wattle Range,40702,Limestone Coast,407,South Australia - South East,48340,Wattle Range (DC)
2019,49290,7340,Renmark Primary School,RENMARK,SA,5341,Government,Primary,School Single Entity,Individual Reporting,-34.172644,140.74104,2,Outer Regional,40163350000,40703116704,407031167,Renmark,40703,Murray and Mallee,407,South Australia - South East,46670,Renmark Paringa (DC)
2019,49291,7339,Renmark North Primary School,RENMARK NORTH,SA,5341,Government,Primary,School Single Entity,Individual Reporting,-34.120509,140.720156,2,Outer Regional,40215225300,40703116803,407031168,Renmark Region,40703,Murray and Mallee,407,South Australia - South East,46670,Renmark Paringa (DC)
2019,49292,7341,Renmark West Primary School,RENMARK,SA,5341,Government,Primary,School Single Entity,Individual Reporting,-34.166218,140.710298,2,Outer Regional,40163300000,40703116812,407031168,Renmark Region,40703,Murray and Mallee,407,South Australia - South East,46670,Renmark Paringa (DC)
2019,49293,7195,Reynella Primary School,OLD REYNELLA,SA,5161,Government,Primary,School Single Entity,Individual Reporting,-35.100928,138.537502,0,Major Cities,40128240000,40304108619,403041086,Reynella,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,49294,6948,Richmond Primary School,KESWICK,SA,5035,Government,Primary,School Single Entity,Individual Reporting,-34.943391,138.571798,0,Major Cities,40208200000,40403110736,404031107,Plympton,40403,West Torrens,404,Adelaide - West,48410,West Torrens (C)
2019,49295,7379,Riverton Primary School,RIVERTON,SA,5412,Government,Primary,School Single Entity,Individual Reporting,-34.15606,138.744199,1,Inner Regional,40045322000,40502111710,405021117,Gilbert Valley,40502,Lower North,405,Barossa - Yorke - Mid North,41140,Clare and Gilbert Valleys (DC)
